current_rest_link,rest_title,rest_rating,deal_name,deal_desc,full_menu_items_list,full_prices_list,full_discounts_list,full_pic_list
trjw/liu-he-ye-shi-liu-he-zhang-pai-gu-su-tang,六合夜市六合張排骨酥湯,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),排骨酥湯,$ 60,NA,1
trjw/liu-he-ye-shi-liu-he-zhang-pai-gu-su-tang,六合夜市六合張排骨酥湯,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),芋頭排骨酥湯,$ 60,NA,1
cks4/tai-nan-kou-wei-dan-zi-mian-heng-wang-yang-sheng-guan-qian,台南口味担仔麵 (亨旺養生館前),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),滷豬腳,$ 100,NA,1
cks4/tai-nan-kou-wei-dan-zi-mian-heng-wang-yang-sheng-guan-qian,台南口味担仔麵 (亨旺養生館前),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),生腸,$ 100,NA,1
cks4/tai-nan-kou-wei-dan-zi-mian-heng-wang-yang-sheng-guan-qian,台南口味担仔麵 (亨旺養生館前),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),魷魚,$ 120,NA,1
cks4/tai-nan-kou-wei-dan-zi-mian-heng-wang-yang-sheng-guan-qian,台南口味担仔麵 (亨旺養生館前),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),肝連,$ 70,NA,0
cks4/tai-nan-kou-wei-dan-zi-mian-heng-wang-yang-sheng-guan-qian,台南口味担仔麵 (亨旺養生館前),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),粉錢【灌腸】,$ 70,NA,1
cks4/tai-nan-kou-wei-dan-zi-mian-heng-wang-yang-sheng-guan-qian,台南口味担仔麵 (亨旺養生館前),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),魚蛋沙拉,$ 150,NA,1
igov/hui-fan-zhuan-mai-gao-xiong-hua-rong-dian,燴飯專賣 (高雄華榮店),4.4/5,滿$50打9折,指定店家全館消費滿$50打9折,原味羊肉飯,$ 149$ 165,$ 165,1
igov/hui-fan-zhuan-mai-gao-xiong-hua-rong-dian,燴飯專賣 (高雄華榮店),4.4/5,滿$50打9折,指定店家全館消費滿$50打9折,原味牛肉飯,$ 140$ 155,$ 155,1
igov/hui-fan-zhuan-mai-gao-xiong-hua-rong-dian,燴飯專賣 (高雄華榮店),4.4/5,滿$50打9折,指定店家全館消費滿$50打9折,原味中卷飯,$ 140$ 155,$ 155,1
igov/hui-fan-zhuan-mai-gao-xiong-hua-rong-dian,燴飯專賣 (高雄華榮店),4.4/5,滿$50打9折,指定店家全館消費滿$50打9折,原味中卷雙拼飯,$ 140$ 155,$ 155,1
igov/hui-fan-zhuan-mai-gao-xiong-hua-rong-dian,燴飯專賣 (高雄華榮店),4.4/5,滿$50打9折,指定店家全館消費滿$50打9折,韓式牛肉飯,$ 140$ 155,$ 155,0
igov/hui-fan-zhuan-mai-gao-xiong-hua-rong-dian,燴飯專賣 (高雄華榮店),4.4/5,滿$50打9折,指定店家全館消費滿$50打9折,NA,NA,NA,NA
dbrr/ke-gong-guan-can-guan,柯公館餐館,4.1/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蝦仁炒飯,$ 120,NA,0
dbrr/ke-gong-guan-can-guan,柯公館餐館,4.1/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),沙茶牛肉,$ 150,NA,0
dbrr/ke-gong-guan-can-guan,柯公館餐館,4.1/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蚵仔酥,$ 150,NA,0
dbrr/ke-gong-guan-can-guan,柯公館餐館,4.1/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),塔香海瓜子,$ 200,NA,0
dbrr/ke-gong-guan-can-guan,柯公館餐館,4.1/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),塩酥龍珠,$ 150,NA,0
dbrr/ke-gong-guan-can-guan,柯公館餐館,4.1/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),金沙豆腐,$ 120,NA,0
o1au/8hao-tu-si-gao-xiong-san-min-dian,8号吐司 (高雄三民店),4.7/5,NA,NA,卡拉雞蛋漢堡,$ 55,NA,0
o1au/8hao-tu-si-gao-xiong-san-min-dian,8号吐司 (高雄三民店),4.7/5,NA,NA,炒泡麵【蛋】,$ 60,NA,0
o1au/8hao-tu-si-gao-xiong-san-min-dian,8号吐司 (高雄三民店),4.7/5,NA,NA,脆薯,$ 35,NA,1
o1au/8hao-tu-si-gao-xiong-san-min-dian,8号吐司 (高雄三民店),4.7/5,NA,NA,雞塊,$ 40,NA,1
o1au/8hao-tu-si-gao-xiong-san-min-dian,8号吐司 (高雄三民店),4.7/5,NA,NA,義式奶茶,$ 40,NA,1
o1au/8hao-tu-si-gao-xiong-san-min-dian,8号吐司 (高雄三民店),4.7/5,NA,NA,紅茶牛奶,$ 40,NA,1
c8kd/ma-shu-shu-qi-si-ma-ling-shu,馬薯叔起司馬鈴薯,4.7/5,滿$50打9折,指定店家全館消費滿$50打9折！,鍋邊素綜合起司,from $ 90$ 100,$ 100,1
c8kd/ma-shu-shu-qi-si-ma-ling-shu,馬薯叔起司馬鈴薯,4.7/5,滿$50打9折,指定店家全館消費滿$50打9折！,培根起司,from $ 77$ 85,$ 85,1
c8kd/ma-shu-shu-qi-si-ma-ling-shu,馬薯叔起司馬鈴薯,4.7/5,滿$50打9折,指定店家全館消費滿$50打9折！,燻雞起司,from $ 81$ 90,$ 90,0
c8kd/ma-shu-shu-qi-si-ma-ling-shu,馬薯叔起司馬鈴薯,4.7/5,滿$50打9折,指定店家全館消費滿$50打9折！,鮪魚起司,from $ 81$ 90,$ 90,0
c8kd/ma-shu-shu-qi-si-ma-ling-shu,馬薯叔起司馬鈴薯,4.7/5,滿$50打9折,指定店家全館消費滿$50打9折！,葷食綜合起司,from $ 90$ 100,$ 100,1
c8kd/ma-shu-shu-qi-si-ma-ling-shu,馬薯叔起司馬鈴薯,4.7/5,滿$50打9折,指定店家全館消費滿$50打9折！,蟹肉棒起司,from $ 95$ 105,$ 105,1
vw8k/liu-he-he-zi-jian-liu-he-ye-shi,六合蚵仔煎 (六合夜市),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蚵仔煎,$ 80,NA,1
vw8k/liu-he-he-zi-jian-liu-he-ye-shi,六合蚵仔煎 (六合夜市),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蝦仁煎,$ 80,NA,1
vw8k/liu-he-he-zi-jian-liu-he-ye-shi,六合蚵仔煎 (六合夜市),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),綜合煎,$ 90,NA,1
vw8k/liu-he-he-zi-jian-liu-he-ye-shi,六合蚵仔煎 (六合夜市),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),小籠湯包,$ 85,NA,1
vw8k/liu-he-he-zi-jian-liu-he-ye-shi,六合蚵仔煎 (六合夜市),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),蝦仁蛋炒飯,$ 90,NA,1
vw8k/liu-he-he-zi-jian-liu-he-ye-shi,六合蚵仔煎 (六合夜市),4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),肉絲蛋炒飯,$ 90,NA,0
z3kr/jin-mei-mai-zao,金妹賣燥,4.6/5,滿$100打85折,指定店家全館消費滿$100打85折,古早味肉燥飯,$ 60$ 70,$ 70,1
z3kr/jin-mei-mai-zao,金妹賣燥,4.6/5,滿$100打85折,指定店家全館消費滿$100打85折,超厚魚皮湯,$ 51$ 60,$ 60,1
z3kr/jin-mei-mai-zao,金妹賣燥,4.6/5,滿$100打85折,指定店家全館消費滿$100打85折,尚青燙青菜,$ 30$ 35,$ 35,1
z3kr/jin-mei-mai-zao,金妹賣燥,4.6/5,滿$100打85折,指定店家全館消費滿$100打85折,皮蛋豆腐,$ 30$ 35,$ 35,1
z3kr/jin-mei-mai-zao,金妹賣燥,4.6/5,滿$100打85折,指定店家全館消費滿$100打85折,大肉燥飯套餐,$ 106$ 125,$ 125,1
z3kr/jin-mei-mai-zao,金妹賣燥,4.6/5,滿$100打85折,指定店家全館消費滿$100打85折,大雙醬飯套餐,$ 102$ 120,$ 120,0
u2ha/yan-ju,塩居,4.7/5,滿$100打85折,指定店家全館消費滿$100打85折,日式唐揚炸雞,$ 155$ 182,$ 182,1
u2ha/yan-ju,塩居,4.7/5,滿$100打85折,指定店家全館消費滿$100打85折,嫩煎牛小排,$ 155$ 182,$ 182,1
u2ha/yan-ju,塩居,4.7/5,滿$100打85折,指定店家全館消費滿$100打85折,酥炸黃金海味雙拼,$ 155$ 182,$ 182,1
u2ha/yan-ju,塩居,4.7/5,滿$100打85折,指定店家全館消費滿$100打85折,客製七樣料【自選】,from $ 184$ 216,$ 216,1
u2ha/yan-ju,塩居,4.7/5,滿$100打85折,指定店家全館消費滿$100打85折,豪華個人餐【自選】,from $ 406$ 478,$ 478,0
u2ha/yan-ju,塩居,4.7/5,滿$100打85折,指定店家全館消費滿$100打85折,NA,NA,NA,NA
p8sm/zou-dian-shen-ye-shi-tang-liu-he-ye-shi,走店深夜食堂 (六合夜市),4.6/5,NA,NA,招牌鍋燒套餐,from $ 110,NA,1
p8sm/zou-dian-shen-ye-shi-tang-liu-he-ye-shi,走店深夜食堂 (六合夜市),4.6/5,NA,NA,愛吃肉~鍋燒（無蝦）,from $ 110,NA,0
p8sm/zou-dian-shen-ye-shi-tang-liu-he-ye-shi,走店深夜食堂 (六合夜市),4.6/5,NA,NA,蔥燒牛肉麵套餐,from $ 125,NA,1
p8sm/zou-dian-shen-ye-shi-tang-liu-he-ye-shi,走店深夜食堂 (六合夜市),4.6/5,NA,NA,紅燒牛肉燴飯套餐,from $ 125,NA,1
p8sm/zou-dian-shen-ye-shi-tang-liu-he-ye-shi,走店深夜食堂 (六合夜市),4.6/5,NA,NA,香酥炸蛋椒鹽餅,$ 35,NA,1
p8sm/zou-dian-shen-ye-shi-tang-liu-he-ye-shi,走店深夜食堂 (六合夜市),4.6/5,NA,NA,走店~招牌雞塊,$ 40,NA,0
f2zh/a-huo-tu-si-gu-shan-nei-wei-dian,阿火土司 (高雄左營店),4.6/5,NA,NA,卡啦雞腿堡,from $ 54,NA,1
f2zh/a-huo-tu-si-gu-shan-nei-wei-dian,阿火土司 (高雄左營店),4.6/5,NA,NA,義大利肉醬麵,from $ 48,NA,1
f2zh/a-huo-tu-si-gu-shan-nei-wei-dian,阿火土司 (高雄左營店),4.6/5,NA,NA,原味沙茶鍋,$ 66,NA,0
f2zh/a-huo-tu-si-gu-shan-nei-wei-dian,阿火土司 (高雄左營店),4.6/5,NA,NA,雞塊,$ 42,NA,1
f2zh/a-huo-tu-si-gu-shan-nei-wei-dian,阿火土司 (高雄左營店),4.6/5,NA,NA,爆炒沙茶麵,$ 66,NA,0
f2zh/a-huo-tu-si-gu-shan-nei-wei-dian,阿火土司 (高雄左營店),4.6/5,NA,NA,鮮奶茶,$ 42,NA,1
rnp7/shen-ye-wei-gui-gao-xiong-qi-xian-dian-zao-can-zhong-can-wan-can-xiao-ye,深夜未歸 (高雄七賢店) 早餐 中餐 晚餐 宵夜,4.6/5,滿$100打95折,指定店家全館消費滿$100打95折,薯餅【2片】,$ 48$ 50,$ 50,1
rnp7/shen-ye-wei-gui-gao-xiong-qi-xian-dian-zao-can-zhong-can-wan-can-xiao-ye,深夜未歸 (高雄七賢店) 早餐 中餐 晚餐 宵夜,4.6/5,滿$100打95折,指定店家全館消費滿$100打95折,麥克雞塊,$ 48$ 50,$ 50,0
rnp7/shen-ye-wei-gui-gao-xiong-qi-xian-dian-zao-can-zhong-can-wan-can-xiao-ye,深夜未歸 (高雄七賢店) 早餐 中餐 晚餐 宵夜,4.6/5,滿$100打95折,指定店家全館消費滿$100打95折,鮮奶茶,$ 52$ 55,$ 55,1
rnp7/shen-ye-wei-gui-gao-xiong-qi-xian-dian-zao-can-zhong-can-wan-can-xiao-ye,深夜未歸 (高雄七賢店) 早餐 中餐 晚餐 宵夜,4.6/5,滿$100打95折,指定店家全館消費滿$100打95折,牛肉炒泡麵,$ 105$ 110,$ 110,1
rnp7/shen-ye-wei-gui-gao-xiong-qi-xian-dian-zao-can-zhong-can-wan-can-xiao-ye,深夜未歸 (高雄七賢店) 早餐 中餐 晚餐 宵夜,4.6/5,滿$100打95折,指定店家全館消費滿$100打95折,玉米濃湯,$ 48$ 50,$ 50,1
rnp7/shen-ye-wei-gui-gao-xiong-qi-xian-dian-zao-can-zhong-can-wan-can-xiao-ye,深夜未歸 (高雄七賢店) 早餐 中餐 晚餐 宵夜,4.6/5,滿$100打95折,指定店家全館消費滿$100打95折,蔬菜蛋花湯,$ 48$ 50,$ 50,1
p7pv/lao-dian-mian-liu-he-zong-dian,老店麵 (六合總店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,本土豬肉,$ 143$ 150,$ 150,1
p7pv/lao-dian-mian-liu-he-zong-dian,老店麵 (六合總店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,本土豬肉,$ 143$ 150,$ 150,1
p7pv/lao-dian-mian-liu-he-zong-dian,老店麵 (六合總店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,本土豬肉,$ 57$ 60,$ 60,1
p7pv/lao-dian-mian-liu-he-zong-dian,老店麵 (六合總店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,本土豬肉,$ 57$ 60,$ 60,1
p7pv/lao-dian-mian-liu-he-zong-dian,老店麵 (六合總店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,本土豬肉,$ 67$ 70,$ 70,1
p7pv/lao-dian-mian-liu-he-zong-dian,老店麵 (六合總店),4.7/5,滿$100打95折,指定店家全館消費滿$100打95折,本土豬肉,$ 67$ 70,$ 70,1
v4br/yan-er-xian-chi-fan,嫣兒先吃飯,4.9/5,滿$100打95折,指定店家全館消費滿$100打95折,義渠牛肉麵【湯】,$ 147$ 155,$ 155,0
v4br/yan-er-xian-chi-fan,嫣兒先吃飯,4.9/5,滿$100打95折,指定店家全館消費滿$100打95折,義渠牛肉燴飯,$ 147$ 155,$ 155,0
v4br/yan-er-xian-chi-fan,嫣兒先吃飯,4.9/5,滿$100打95折,指定店家全館消費滿$100打95折,武漢熱干麵,$ 76$ 80,$ 80,0
v4br/yan-er-xian-chi-fan,嫣兒先吃飯,4.9/5,滿$100打95折,指定店家全館消費滿$100打95折,燒肉熱干麵,$ 124$ 130,$ 130,1
v4br/yan-er-xian-chi-fan,嫣兒先吃飯,4.9/5,滿$100打95折,指定店家全館消費滿$100打95折,獨家燒肉,$ 95$ 100,$ 100,0
v4br/yan-er-xian-chi-fan,嫣兒先吃飯,4.9/5,滿$100打95折,指定店家全館消費滿$100打95折,呂娘獨門烤肉飯,$ 119$ 125,$ 125,1
i6mk/gu-zao-wei-mian-shi,古早味麵食,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),乾麵,from $ 50,NA,1
i6mk/gu-zao-wei-mian-shi,古早味麵食,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),麻醬麵,from $ 50,NA,1
i6mk/gu-zao-wei-mian-shi,古早味麵食,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),餛飩湯,$ 50,NA,1
i6mk/gu-zao-wei-mian-shi,古早味麵食,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),豬頭肉,$ 40,NA,1
i6mk/gu-zao-wei-mian-shi,古早味麵食,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),粉腸,$ 40,NA,1
i6mk/gu-zao-wei-mian-shi,古早味麵食,4.6/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),米血,$ 40,NA,1
i9sw/zuo-ying-xiao-bao-mi-fen-lao-dian,左營小寶米粉焿老店,4.4/5,滿$250折$30,指定店家全館滿$250現折$30,Pork Thick Soup,from $ 60,NA,0
i9sw/zuo-ying-xiao-bao-mi-fen-lao-dian,左營小寶米粉焿老店,4.4/5,滿$250折$30,指定店家全館滿$250現折$30,Rice in Pork Thick Soup,from $ 60,NA,0
i9sw/zuo-ying-xiao-bao-mi-fen-lao-dian,左營小寶米粉焿老店,4.4/5,滿$250折$30,指定店家全館滿$250現折$30,Rice Noodle in Pork Thick Soup,from $ 60,NA,1
i9sw/zuo-ying-xiao-bao-mi-fen-lao-dian,左營小寶米粉焿老店,4.4/5,滿$250折$30,指定店家全館滿$250現折$30,Yello Noodle in Pork Thick Soup,from $ 60,NA,0
i9sw/zuo-ying-xiao-bao-mi-fen-lao-dian,左營小寶米粉焿老店,4.4/5,滿$250折$30,指定店家全館滿$250現折$30,Pork Blood Soup,from $ 45,NA,1
i9sw/zuo-ying-xiao-bao-mi-fen-lao-dian,左營小寶米粉焿老店,4.4/5,滿$250折$30,指定店家全館滿$250現折$30,Fried Rice with Shredded Pork and Egg,from $ 70,NA,1
iieg/yi-pin-guo-gao-xiong-qi-xian-dian,億品鍋 (高雄左營店),4.5/5,NA,NA,起司牛奶鍋,from $ 160,NA,1
iieg/yi-pin-guo-gao-xiong-qi-xian-dian,億品鍋 (高雄左營店),4.5/5,NA,NA,南瓜牛奶鍋,from $ 160,NA,1
iieg/yi-pin-guo-gao-xiong-qi-xian-dian,億品鍋 (高雄左營店),4.5/5,NA,NA,香醇牛奶鍋,from $ 150,NA,0
iieg/yi-pin-guo-gao-xiong-qi-xian-dian,億品鍋 (高雄左營店),4.5/5,NA,NA,韓式泡菜鍋,from $ 150,NA,1
iieg/yi-pin-guo-gao-xiong-qi-xian-dian,億品鍋 (高雄左營店),4.5/5,NA,NA,養身藥膳鍋,from $ 150,NA,1
iieg/yi-pin-guo-gao-xiong-qi-xian-dian,億品鍋 (高雄左營店),4.5/5,NA,NA,天香麻辣鍋,from $ 150,NA,0
e4hm/yuan-pin-shi-tang,元品食堂,2.9/5,NA,NA,海鮮披薩,$ 50,NA,0
e4hm/yuan-pin-shi-tang,元品食堂,2.9/5,NA,NA,Bacon Pasta with Cream Sauce,$ 125,NA,1
e4hm/yuan-pin-shi-tang,元品食堂,2.9/5,NA,NA,Chicken Pasta with Pesto Sauce,,NA,0
e4hm/yuan-pin-shi-tang,元品食堂,2.9/5,NA,NA,Lemon Chicken Pasta with Tomato Sauce,,NA,0
e4hm/yuan-pin-shi-tang,元品食堂,2.9/5,NA,NA,,,NA,0
e4hm/yuan-pin-shi-tang,元品食堂,2.9/5,NA,NA,,,NA,1
idsy/tian-chan-jiao-mian-shi-guan,天饞餃麵食館,4.6/5,NA,NA,湯包,$ 80,NA,1
idsy/tian-chan-jiao-mian-shi-guan,天饞餃麵食館,4.6/5,NA,NA,牛肉捲餅,from $ 85,NA,1
idsy/tian-chan-jiao-mian-shi-guan,天饞餃麵食館,4.6/5,NA,NA,豬肉餡餅,$ 45,NA,1
idsy/tian-chan-jiao-mian-shi-guan,天饞餃麵食館,4.6/5,NA,NA,牛肉餡餅,$ 55,NA,1
idsy/tian-chan-jiao-mian-shi-guan,天饞餃麵食館,4.6/5,NA,NA,烙餅（可素）請備註,from $ 45,NA,1
idsy/tian-chan-jiao-mian-shi-guan,天饞餃麵食館,4.6/5,NA,NA,麻醬麵（可素食）請備註,$ 45,NA,1
hgyd/zao-an-miao-zao-wu-can-hong-cha-bing,早安喵 (早午餐紅茶冰),4.8/5,NA,NA,巧克力厚片,from $ 35,NA,1
hgyd/zao-an-miao-zao-wu-can-hong-cha-bing,早安喵 (早午餐紅茶冰),4.8/5,NA,NA,咔辣雞腿蛋漢堡,from $ 65,NA,0
hgyd/zao-an-miao-zao-wu-can-hong-cha-bing,早安喵 (早午餐紅茶冰),4.8/5,NA,NA,起司蛋餅,$ 40,NA,1
hgyd/zao-an-miao-zao-wu-can-hong-cha-bing,早安喵 (早午餐紅茶冰),4.8/5,NA,NA,鍋燒意麵,from $ 75,NA,1
hgyd/zao-an-miao-zao-wu-can-hong-cha-bing,早安喵 (早午餐紅茶冰),4.8/5,NA,NA,脆薯,$ 45,NA,1
hgyd/zao-an-miao-zao-wu-can-hong-cha-bing,早安喵 (早午餐紅茶冰),4.8/5,NA,NA,麥克雞塊,$ 45,NA,1
k3jh/bao-liao-dian,爆料殿,4.5/5,滿$100打85折,指定店家全館消費滿$100打85折,重量級大食怪雞腿飯包,$ 128$ 150,$ 150,1
k3jh/bao-liao-dian,爆料殿,4.5/5,滿$100打85折,指定店家全館消費滿$100打85折,爆打咖哩雞巴飯,$ 102$ 120,$ 120,1
k3jh/bao-liao-dian,爆料殿,4.5/5,滿$100打85折,指定店家全館消費滿$100打85折,爆打咖哩豬八飯,$ 102$ 120,$ 120,0
k3jh/bao-liao-dian,爆料殿,4.5/5,滿$100打85折,指定店家全館消費滿$100打85折,幸福精燉肉燥飯,$ 85$ 100,$ 100,1
k3jh/bao-liao-dian,爆料殿,4.5/5,滿$100打85折,指定店家全館消費滿$100打85折,一定要點一碗湯,$ 43$ 50,$ 50,0
k3jh/bao-liao-dian,爆料殿,4.5/5,滿$100打85折,指定店家全館消費滿$100打85折,玉米濃湯,$ 43$ 50,$ 50,1
f9tl/guo-feng-chen-chu-xi-shi-zao-wu-can,果峰晨廚西式早午餐,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),火腿蛋吐司,from $ 35,NA,1
f9tl/guo-feng-chen-chu-xi-shi-zao-wu-can,果峰晨廚西式早午餐,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),熱狗捲蛋,$ 30,NA,1
f9tl/guo-feng-chen-chu-xi-shi-zao-wu-can,果峰晨廚西式早午餐,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),麥克雞塊,$ 30,NA,1
f9tl/guo-feng-chen-chu-xi-shi-zao-wu-can,果峰晨廚西式早午餐,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),玉米蛋餅,from $ 30,NA,1
f9tl/guo-feng-chen-chu-xi-shi-zao-wu-can,果峰晨廚西式早午餐,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鮪魚玉米蛋餅,from $ 35,NA,1
f9tl/guo-feng-chen-chu-xi-shi-zao-wu-can,果峰晨廚西式早午餐,4.8/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鍋燒意麵,from $ 85,NA,0
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,弘爺漢堡 (左營先勝店),4.8/5,NA,NA,辣味咔啦雞腿蛋堡,from $ 70,NA,0
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,弘爺漢堡 (左營先勝店),4.8/5,NA,NA,薯餅蛋餅,from $ 45,NA,0
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,弘爺漢堡 (左營先勝店),4.8/5,NA,NA,香酥蘿蔔糕,$ 45,NA,1
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,弘爺漢堡 (左營先勝店),4.8/5,NA,NA,薯餅,$ 40,NA,0
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,弘爺漢堡 (左營先勝店),4.8/5,NA,NA,香酥雞塊,$ 40,NA,1
a7nu/hong-ye-han-bao-zuo-ying-xian-sheng-dian,弘爺漢堡 (左營先勝店),4.8/5,NA,NA,弘爺鮮奶茶,$ 45,NA,0
f0jl/zao-shi-guang,早·蒔光,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),招牌里肌燒肉吐司,from $ 57,NA,1
f0jl/zao-shi-guang,早·蒔光,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),雙蛋脆皮蛋餅,from $ 45,NA,0
f0jl/zao-shi-guang,早·蒔光,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),玉米脆皮蛋餅,from $ 48,NA,0
f0jl/zao-shi-guang,早·蒔光,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鲔魚脆皮蛋餅,from $ 58,NA,0
f0jl/zao-shi-guang,早·蒔光,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),手工煎餃 (8顆),from $ 60,NA,1
f0jl/zao-shi-guang,早·蒔光,4.5/5,線上付款享免費外送｜輸入【台灣加油】,輸入【台灣加油】滿$100使用線上付款享免費外送 (10/31前有效，每人限用5次，數量有限兌完為止),鮮奶紅茶,$ 47,NA,1
